"LG"	"frag"	"source"	"feature"	"start"	"end"	"dot1"	"strand"	"dot2"	"OR"	"Feature_title"	"LG_common_name"	"LG_start"	"LG_end"	"suffix"	"length"	"structure"	"converted_start"	"converted_end"	"converted_midpoint"	"relative.start"	"relative.end"	"OR_NAME"	"SPECIES"	"SP_CODE"	"NUMBER"	"SUFFIX"	"OR_GROUP"	"LAMPYRID"	"KNOWN_LIGAND"
"380"	"NW_022170249"	"296"	"R"	"total"	190228	195876	"."	"-"	"."	"PpyrOR4"	"Total length"	"LG1"	0	70905644	""	5648	"A,B,C,D,E"	59390228	59395876	59393052	0	5648	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"381"	"NW_022170249"	"296"	"R"	"intron"	195130	195086	"."	"-"	"."	"PpyrOR4"	"Intron 1"	"LG1"	0	70905644	""	44	"A,B,C,D,E"	59395130	59395086	59395108	790	746	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"382"	"NW_022170249"	"296"	"R"	"intron"	194985	190642	"."	"-"	"."	"PpyrOR4"	"Intron 2"	"LG1"	0	70905644	""	4343	"A,B,C,D,E"	59394985	59390642	59392813.5	5234	891	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"383"	"NW_022170249"	"296"	"R"	"intron"	190536	190489	"."	"-"	"."	"PpyrOR4"	"Intron 3"	"LG1"	0	70905644	""	47	"A,B,C,D,E"	59390536	59390489	59390512.5	5387	5340	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"384"	"NW_022170249"	"296"	"R"	"intron"	190332	190285	"."	"-"	"."	"PpyrOR4"	"Intron 4"	"LG1"	0	70905644	""	47	"A,B,C,D,E"	59390332	59390285	59390308.5	5591	5544	"PpyrOR4"	"Photinus pyralis"	"Ppyr"	4	""	"2A"	"yes"	"no"
"385"	"NW_022170738"	"11"	"Geneious"	"exon"	31247	31454	"."	"+"	"."	"PpyrOR40"	"Exon A1"	"LG7"	0	43653355	""	207	"A1,A2,A3B,CD,E"	2231247	2231454	2231350.5	0	207	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"386"	"NW_022170738"	"11"	"Geneious"	"exon"	31503	31642	"."	"+"	"."	"PpyrOR40"	"Exon A2"	"LG7"	0	43653355	""	139	"A1,A2,A3B,CD,E"	2231503	2231642	2231572.5	256	395	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"387"	"NW_022170738"	"11"	"Geneious"	"exon"	31690	32145	"."	"+"	"."	"PpyrOR40"	"Exon A3B"	"LG7"	0	43653355	""	455	"A1,A2,A3B,CD,E"	2231690	2232145	2231917.5	443	898	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"388"	"NW_022170738"	"11"	"Geneious"	"exon"	32194	32454	"."	"+"	"."	"PpyrOR40"	"Exon CD"	"LG7"	0	43653355	""	260	"A1,A2,A3B,CD,E"	2232194	2232454	2232324	947	1207	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"389"	"NW_022170738"	"11"	"Geneious"	"exon"	32502	32558	"."	"+"	"."	"PpyrOR40"	"Exon E"	"LG7"	0	43653355	""	56	"A1,A2,A3B,CD,E"	2232502	2232558	2232530	1255	1311	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"390"	"NW_022170738"	"11"	"R"	"total"	31247	32558	"."	"+"	"."	"PpyrOR40"	"Total length"	"LG7"	0	43653355	""	1311	"A1,A2,A3B,CD,E"	2231247	2232558	2231902.5	0	1311	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"391"	"NW_022170738"	"11"	"R"	"intron"	31455	31502	"."	"+"	"."	"PpyrOR40"	"Intron 1"	"LG7"	0	43653355	""	47	"A1,A2,A3B,CD,E"	2231455	2231502	2231478.5	208	255	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"392"	"NW_022170738"	"11"	"R"	"intron"	31643	31689	"."	"+"	"."	"PpyrOR40"	"Intron 2"	"LG7"	0	43653355	""	46	"A1,A2,A3B,CD,E"	2231643	2231689	2231666	396	442	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"393"	"NW_022170738"	"11"	"R"	"intron"	32146	32193	"."	"+"	"."	"PpyrOR40"	"Intron 3"	"LG7"	0	43653355	""	47	"A1,A2,A3B,CD,E"	2232146	2232193	2232169.5	899	946	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"394"	"NW_022170738"	"11"	"R"	"intron"	32455	32501	"."	"+"	"."	"PpyrOR40"	"Intron 4"	"LG7"	0	43653355	""	46	"A1,A2,A3B,CD,E"	2232455	2232501	2232478	1208	1254	"PpyrOR40"	"Photinus pyralis"	"Ppyr"	40	""	"2B"	"yes"	"no"
"395"	"NW_022170878"	"111"	"Geneious"	"exon"	18865	19078	"."	"+"	"."	"PpyrOR41"	"Exon A1"	"LG9"	0	24427974	""	213	"A1,A2,A3B,CD,E"	22218865	22219078	22218971.5	0	213	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"396"	"NW_022170878"	"111"	"Geneious"	"exon"	19118	19257	"."	"+"	"."	"PpyrOR41"	"Exon A2"	"LG9"	0	24427974	""	139	"A1,A2,A3B,CD,E"	22219118	22219257	22219187.5	253	392	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"397"	"NW_022170878"	"111"	"Geneious"	"exon"	19313	19813	"."	"+"	"."	"PpyrOR41"	"Exon A3B"	"LG9"	0	24427974	""	500	"A1,A2,A3B,CD,E"	22219313	22219813	22219563	448	948	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"398"	"NW_022170878"	"111"	"Geneious"	"exon"	19861	20121	"."	"+"	"."	"PpyrOR41"	"Exon CD"	"LG9"	0	24427974	""	260	"A1,A2,A3B,CD,E"	22219861	22220121	22219991	996	1256	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"399"	"NW_022170878"	"111"	"Geneious"	"exon"	20174	20230	"."	"+"	"."	"PpyrOR41"	"Exon E"	"LG9"	0	24427974	""	56	"A1,A2,A3B,CD,E"	22220174	22220230	22220202	1309	1365	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"400"	"NW_022170878"	"111"	"R"	"total"	18865	20230	"."	"+"	"."	"PpyrOR41"	"Total length"	"LG9"	0	24427974	""	1365	"A1,A2,A3B,CD,E"	22218865	22220230	22219547.5	0	1365	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"401"	"NW_022170878"	"111"	"R"	"intron"	19079	19117	"."	"+"	"."	"PpyrOR41"	"Intron 1"	"LG9"	0	24427974	""	38	"A1,A2,A3B,CD,E"	22219079	22219117	22219098	214	252	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"402"	"NW_022170878"	"111"	"R"	"intron"	19258	19312	"."	"+"	"."	"PpyrOR41"	"Intron 2"	"LG9"	0	24427974	""	54	"A1,A2,A3B,CD,E"	22219258	22219312	22219285	393	447	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"403"	"NW_022170878"	"111"	"R"	"intron"	19814	19860	"."	"+"	"."	"PpyrOR41"	"Intron 3"	"LG9"	0	24427974	""	46	"A1,A2,A3B,CD,E"	22219814	22219860	22219837	949	995	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"404"	"NW_022170878"	"111"	"R"	"intron"	20122	20173	"."	"+"	"."	"PpyrOR41"	"Intron 4"	"LG9"	0	24427974	""	51	"A1,A2,A3B,CD,E"	22220122	22220173	22220147.5	1257	1308	"PpyrOR41"	"Photinus pyralis"	"Ppyr"	41	""	"2B"	"yes"	"no"
"405"	"NW_022170878"	"111"	"Geneious"	"exon"	38317	38373	"."	"-"	"."	"PpyrOR42"	"Exon E"	"LG9"	0	24427974	""	56	"A1,A2,A3B,CD,E"	22238317	22238373	22238345	1305	1361	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"406"	"NW_022170878"	"111"	"Geneious"	"exon"	38420	38680	"."	"-"	"."	"PpyrOR42"	"Exon CD"	"LG9"	0	24427974	""	260	"A1,A2,A3B,CD,E"	22238420	22238680	22238550	998	1258	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"407"	"NW_022170878"	"111"	"Geneious"	"exon"	38729	39229	"."	"-"	"."	"PpyrOR42"	"Exon A3B"	"LG9"	0	24427974	""	500	"A1,A2,A3B,CD,E"	22238729	22239229	22238979	449	949	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"408"	"NW_022170878"	"111"	"Geneious"	"exon"	39274	39413	"."	"-"	"."	"PpyrOR42"	"Exon A2"	"LG9"	0	24427974	""	139	"A1,A2,A3B,CD,E"	22239274	22239413	22239343.5	265	404	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"409"	"NW_022170878"	"111"	"Geneious"	"exon"	39465	39678	"."	"-"	"."	"PpyrOR42"	"Exon A1"	"LG9"	0	24427974	""	213	"A1,A2,A3B,CD,E"	22239465	22239678	22239571.5	0	213	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"410"	"NW_022170878"	"111"	"R"	"total"	38317	39678	"."	"-"	"."	"PpyrOR42"	"Total length"	"LG9"	0	24427974	""	1361	"A1,A2,A3B,CD,E"	22238317	22239678	22238997.5	0	1361	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"411"	"NW_022170878"	"111"	"R"	"intron"	39464	39414	"."	"-"	"."	"PpyrOR42"	"Intron 1"	"LG9"	0	24427974	""	50	"A1,A2,A3B,CD,E"	22239464	22239414	22239439	264	214	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"412"	"NW_022170878"	"111"	"R"	"intron"	39273	39230	"."	"-"	"."	"PpyrOR42"	"Intron 2"	"LG9"	0	24427974	""	43	"A1,A2,A3B,CD,E"	22239273	22239230	22239251.5	448	405	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"413"	"NW_022170878"	"111"	"R"	"intron"	38728	38681	"."	"-"	"."	"PpyrOR42"	"Intron 3"	"LG9"	0	24427974	""	47	"A1,A2,A3B,CD,E"	22238728	22238681	22238704.5	997	950	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"414"	"NW_022170878"	"111"	"R"	"intron"	38419	38374	"."	"-"	"."	"PpyrOR42"	"Intron 4"	"LG9"	0	24427974	""	45	"A1,A2,A3B,CD,E"	22238419	22238374	22238396.5	1304	1259	"PpyrOR42"	"Photinus pyralis"	"Ppyr"	42	""	"2B"	"yes"	"no"
"415"	"NW_022170878"	"111"	"Geneious"	"exon"	45055	45256	"."	"+"	"."	"PpyrOR43PSE"	"Exon A1"	"LG9"	0	24427974	"PSE"	201	"A1,A2,A3B,CD,E"	22245055	22245256	22245155.5	0	201	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"416"	"NW_022170878"	"111"	"Geneious"	"exon"	45308	45447	"."	"+"	"."	"PpyrOR43PSE"	"Exon A2"	"LG9"	0	24427974	"PSE"	139	"A1,A2,A3B,CD,E"	22245308	22245447	22245377.5	253	392	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"417"	"NW_022170878"	"111"	"Geneious"	"exon"	45493	45993	"."	"+"	"."	"PpyrOR43PSE"	"Exon A3B"	"LG9"	0	24427974	"PSE"	500	"A1,A2,A3B,CD,E"	22245493	22245993	22245743	438	938	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"418"	"NW_022170878"	"111"	"Geneious"	"exon"	46043	46303	"."	"+"	"."	"PpyrOR43PSE"	"Exon CD"	"LG9"	0	24427974	"PSE"	260	"A1,A2,A3B,CD,E"	22246043	22246303	22246173	988	1248	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"419"	"NW_022170878"	"111"	"Geneious"	"exon"	46350	46406	"."	"+"	"."	"PpyrOR43PSE"	"Exon E"	"LG9"	0	24427974	"PSE"	56	"A1,A2,A3B,CD,E"	22246350	22246406	22246378	1295	1351	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"420"	"NW_022170878"	"111"	"R"	"total"	45055	46406	"."	"+"	"."	"PpyrOR43PSE"	"Total length"	"LG9"	0	24427974	"PSE"	1351	"A1,A2,A3B,CD,E"	22245055	22246406	22245730.5	0	1351	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"421"	"NW_022170878"	"111"	"R"	"intron"	45257	45307	"."	"+"	"."	"PpyrOR43PSE"	"Intron 1"	"LG9"	0	24427974	"PSE"	50	"A1,A2,A3B,CD,E"	22245257	22245307	22245282	202	252	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"422"	"NW_022170878"	"111"	"R"	"intron"	45448	45492	"."	"+"	"."	"PpyrOR43PSE"	"Intron 2"	"LG9"	0	24427974	"PSE"	44	"A1,A2,A3B,CD,E"	22245448	22245492	22245470	393	437	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"423"	"NW_022170878"	"111"	"R"	"intron"	45994	46042	"."	"+"	"."	"PpyrOR43PSE"	"Intron 3"	"LG9"	0	24427974	"PSE"	48	"A1,A2,A3B,CD,E"	22245994	22246042	22246018	939	987	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"424"	"NW_022170878"	"111"	"R"	"intron"	46304	46349	"."	"+"	"."	"PpyrOR43PSE"	"Intron 4"	"LG9"	0	24427974	"PSE"	45	"A1,A2,A3B,CD,E"	22246304	22246349	22246326.5	1249	1294	"PpyrOR43PSE"	"Photinus pyralis"	"Ppyr"	43	"PSE"	"2B"	"yes"	"no"
"425"	"NW_022170878"	"14"	"Geneious"	"exon"	144543	144750	"."	"+"	"."	"PpyrOR44"	"Exon A1"	"LG9"	0	24427974	""	207	"A1,A2,A3B,CD,E"	2944543	2944750	2944646.5	0	207	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"426"	"NW_022170878"	"14"	"Geneious"	"exon"	144798	144937	"."	"+"	"."	"PpyrOR44"	"Exon A2"	"LG9"	0	24427974	""	139	"A1,A2,A3B,CD,E"	2944798	2944937	2944867.5	255	394	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"427"	"NW_022170878"	"14"	"Geneious"	"exon"	144987	145448	"."	"+"	"."	"PpyrOR44"	"Exon A3B"	"LG9"	0	24427974	""	461	"A1,A2,A3B,CD,E"	2944987	2945448	2945217.5	444	905	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"428"	"NW_022170878"	"14"	"Geneious"	"exon"	145495	145755	"."	"+"	"."	"PpyrOR44"	"Exon CD"	"LG9"	0	24427974	""	260	"A1,A2,A3B,CD,E"	2945495	2945755	2945625	952	1212	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"429"	"NW_022170878"	"14"	"Geneious"	"exon"	145801	145857	"."	"+"	"."	"PpyrOR44"	"Exon E"	"LG9"	0	24427974	""	56	"A1,A2,A3B,CD,E"	2945801	2945857	2945829	1258	1314	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"430"	"NW_022170878"	"14"	"R"	"total"	144543	145857	"."	"+"	"."	"PpyrOR44"	"Total length"	"LG9"	0	24427974	""	1314	"A1,A2,A3B,CD,E"	2944543	2945857	2945200	0	1314	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"431"	"NW_022170878"	"14"	"R"	"intron"	144751	144797	"."	"+"	"."	"PpyrOR44"	"Intron 1"	"LG9"	0	24427974	""	46	"A1,A2,A3B,CD,E"	2944751	2944797	2944774	208	254	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"432"	"NW_022170878"	"14"	"R"	"intron"	144938	144986	"."	"+"	"."	"PpyrOR44"	"Intron 2"	"LG9"	0	24427974	""	48	"A1,A2,A3B,CD,E"	2944938	2944986	2944962	395	443	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"433"	"NW_022170878"	"14"	"R"	"intron"	145449	145494	"."	"+"	"."	"PpyrOR44"	"Intron 3"	"LG9"	0	24427974	""	45	"A1,A2,A3B,CD,E"	2945449	2945494	2945471.5	906	951	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"434"	"NW_022170878"	"14"	"R"	"intron"	145756	145800	"."	"+"	"."	"PpyrOR44"	"Intron 4"	"LG9"	0	24427974	""	44	"A1,A2,A3B,CD,E"	2945756	2945800	2945778	1213	1257	"PpyrOR44"	"Photinus pyralis"	"Ppyr"	44	""	"2B"	"yes"	"no"
"435"	"NW_022170511"	"55"	"Geneious"	"exon"	71966	72188	"."	"+"	"."	"PpyrOR45"	"Exon A1"	"LG4"	0	50607672	""	222	"A1,A2,A3B,CD,E"	11071966	11072188	11072077	0	222	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"436"	"NW_022170511"	"55"	"Geneious"	"exon"	72239	72378	"."	"+"	"."	"PpyrOR45"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	11072239	11072378	11072308.5	273	412	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"437"	"NW_022170511"	"55"	"Geneious"	"exon"	72428	72925	"."	"+"	"."	"PpyrOR45"	"Exon A3B"	"LG4"	0	50607672	""	497	"A1,A2,A3B,CD,E"	11072428	11072925	11072676.5	462	959	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"438"	"NW_022170511"	"55"	"Geneious"	"exon"	72978	73238	"."	"+"	"."	"PpyrOR45"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	11072978	11073238	11073108	1012	1272	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"439"	"NW_022170511"	"55"	"Geneious"	"exon"	73285	73353	"."	"+"	"."	"PpyrOR45"	"Exon E"	"LG4"	0	50607672	""	68	"A1,A2,A3B,CD,E"	11073285	11073353	11073319	1319	1387	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"440"	"NW_022170511"	"55"	"R"	"total"	71966	73353	"."	"+"	"."	"PpyrOR45"	"Total length"	"LG4"	0	50607672	""	1387	"A1,A2,A3B,CD,E"	11071966	11073353	11072659.5	0	1387	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"441"	"NW_022170511"	"55"	"R"	"intron"	72189	72238	"."	"+"	"."	"PpyrOR45"	"Intron 1"	"LG4"	0	50607672	""	49	"A1,A2,A3B,CD,E"	11072189	11072238	11072213.5	223	272	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"442"	"NW_022170511"	"55"	"R"	"intron"	72379	72427	"."	"+"	"."	"PpyrOR45"	"Intron 2"	"LG4"	0	50607672	""	48	"A1,A2,A3B,CD,E"	11072379	11072427	11072403	413	461	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"443"	"NW_022170511"	"55"	"R"	"intron"	72926	72977	"."	"+"	"."	"PpyrOR45"	"Intron 3"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	11072926	11072977	11072951.5	960	1011	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"444"	"NW_022170511"	"55"	"R"	"intron"	73239	73284	"."	"+"	"."	"PpyrOR45"	"Intron 4"	"LG4"	0	50607672	""	45	"A1,A2,A3B,CD,E"	11073239	11073284	11073261.5	1273	1318	"PpyrOR45"	"Photinus pyralis"	"Ppyr"	45	""	"2B"	"yes"	"no"
"445"	"NW_022170511"	"55"	"Geneious"	"exon"	57859	58081	"."	"+"	"."	"PpyrOR46"	"Exon A1"	"LG4"	0	50607672	""	222	"A1,A2,A3B,CD,E"	11057859	11058081	11057970	0	222	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"446"	"NW_022170511"	"55"	"Geneious"	"exon"	58137	58276	"."	"+"	"."	"PpyrOR46"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	11058137	11058276	11058206.5	278	417	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"447"	"NW_022170511"	"55"	"Geneious"	"exon"	58326	58820	"."	"+"	"."	"PpyrOR46"	"Exon A3B"	"LG4"	0	50607672	""	494	"A1,A2,A3B,CD,E"	11058326	11058820	11058573	467	961	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"448"	"NW_022170511"	"55"	"Geneious"	"exon"	58873	59133	"."	"+"	"."	"PpyrOR46"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	11058873	11059133	11059003	1014	1274	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"449"	"NW_022170511"	"55"	"Geneious"	"exon"	59180	59248	"."	"+"	"."	"PpyrOR46"	"Exon E"	"LG4"	0	50607672	""	68	"A1,A2,A3B,CD,E"	11059180	11059248	11059214	1321	1389	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"450"	"NW_022170511"	"55"	"R"	"total"	57859	59248	"."	"+"	"."	"PpyrOR46"	"Total length"	"LG4"	0	50607672	""	1389	"A1,A2,A3B,CD,E"	11057859	11059248	11058553.5	0	1389	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"451"	"NW_022170511"	"55"	"R"	"intron"	58082	58136	"."	"+"	"."	"PpyrOR46"	"Intron 1"	"LG4"	0	50607672	""	54	"A1,A2,A3B,CD,E"	11058082	11058136	11058109	223	277	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"452"	"NW_022170511"	"55"	"R"	"intron"	58277	58325	"."	"+"	"."	"PpyrOR46"	"Intron 2"	"LG4"	0	50607672	""	48	"A1,A2,A3B,CD,E"	11058277	11058325	11058301	418	466	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"453"	"NW_022170511"	"55"	"R"	"intron"	58821	58872	"."	"+"	"."	"PpyrOR46"	"Intron 3"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	11058821	11058872	11058846.5	962	1013	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"454"	"NW_022170511"	"55"	"R"	"intron"	59134	59179	"."	"+"	"."	"PpyrOR46"	"Intron 4"	"LG4"	0	50607672	""	45	"A1,A2,A3B,CD,E"	11059134	11059179	11059156.5	1275	1320	"PpyrOR46"	"Photinus pyralis"	"Ppyr"	46	""	"2B"	"yes"	"no"
"455"	"NW_022170511"	"186"	"Geneious"	"exon"	103251	103473	"."	"+"	"."	"PpyrOR47"	"Exon A1"	"LG4"	0	50607672	""	222	"A1,A2,A3B,CD,E"	37303251	37303473	37303362	0	222	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"456"	"NW_022170511"	"186"	"Geneious"	"exon"	103524	103663	"."	"+"	"."	"PpyrOR47"	"Exon A2"	"LG4"	0	50607672	""	139	"A1,A2,A3B,CD,E"	37303524	37303663	37303593.5	273	412	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"457"	"NW_022170511"	"186"	"Geneious"	"exon"	103713	104207	"."	"+"	"."	"PpyrOR47"	"Exon A3B"	"LG4"	0	50607672	""	494	"A1,A2,A3B,CD,E"	37303713	37304207	37303960	462	956	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"458"	"NW_022170511"	"186"	"Geneious"	"exon"	104260	104520	"."	"+"	"."	"PpyrOR47"	"Exon CD"	"LG4"	0	50607672	""	260	"A1,A2,A3B,CD,E"	37304260	37304520	37304390	1009	1269	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"459"	"NW_022170511"	"186"	"Geneious"	"exon"	104570	104638	"."	"+"	"."	"PpyrOR47"	"Exon E"	"LG4"	0	50607672	""	68	"A1,A2,A3B,CD,E"	37304570	37304638	37304604	1319	1387	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"460"	"NW_022170511"	"186"	"R"	"total"	103251	104638	"."	"+"	"."	"PpyrOR47"	"Total length"	"LG4"	0	50607672	""	1387	"A1,A2,A3B,CD,E"	37303251	37304638	37303944.5	0	1387	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"461"	"NW_022170511"	"186"	"R"	"intron"	103474	103523	"."	"+"	"."	"PpyrOR47"	"Intron 1"	"LG4"	0	50607672	""	49	"A1,A2,A3B,CD,E"	37303474	37303523	37303498.5	223	272	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"462"	"NW_022170511"	"186"	"R"	"intron"	103664	103712	"."	"+"	"."	"PpyrOR47"	"Intron 2"	"LG4"	0	50607672	""	48	"A1,A2,A3B,CD,E"	37303664	37303712	37303688	413	461	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"463"	"NW_022170511"	"186"	"R"	"intron"	104208	104259	"."	"+"	"."	"PpyrOR47"	"Intron 3"	"LG4"	0	50607672	""	51	"A1,A2,A3B,CD,E"	37304208	37304259	37304233.5	957	1008	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
"464"	"NW_022170511"	"186"	"R"	"intron"	104521	104569	"."	"+"	"."	"PpyrOR47"	"Intron 4"	"LG4"	0	50607672	""	48	"A1,A2,A3B,CD,E"	37304521	37304569	37304545	1270	1318	"PpyrOR47"	"Photinus pyralis"	"Ppyr"	47	""	"2B"	"yes"	"no"
